,Document_ID,Token_ID,Token_Name,Count_for_Doc,TF_IDF_for_Doc,Token_Freq_per_Docs,IDF_for_Token
14091,1,4091,group jpad,11,0.009080019,0.002839442,2.252762968
14093,1,4093,group nr,1,0.000571474,0.000258131,1.559615788
14094,1,4094,group patient,2,0.001353772,0.000516262,1.84729786
14095,1,4095,group percent,1,0.000571474,0.000258131,1.559615788
14096,1,4096,group received,1,0.000489709,0.000258131,1.336472237
14097,1,4097,group risk,4,0.002707544,0.001032525,1.84729786
14098,1,4098,group rr,9,0.006091974,0.00232318,1.84729786
14100,1,4100,group similar,1,0.000489709,0.000258131,1.336472237
14102,1,4102,group table,2,0.001142947,0.000516262,1.559615788
14103,1,4103,group total,5,0.004127281,0.001290656,2.252762968
14104,1,4104,group wa,5,0.002448547,0.001290656,1.336472237
14105,1,4105,group year,4,0.001958838,0.001032525,1.336472237
14107,1,4107,growth,1,0.000489709,0.000258131,1.336472237
14110,1,4110,grundy,1,0.000571474,0.000258131,1.559615788
14117,1,4117,guidance,2,0.000845807,0.000516262,1.15415068
14118,1,4118,guide,1,0.000422903,0.000258131,1.15415068
14123,1,4123,guideline american,1,0.000489709,0.000258131,1.336472237
14124,1,4124,guideline assessment,3,0.002030658,0.000774393,1.84729786
14126,1,4126,guideline cardiovascular,2,0.000979419,0.000516262,1.336472237
14127,1,4127,guideline coll,1,0.000571474,0.000258131,1.559615788
14131,1,4131,guideline network,2,0.001353772,0.000516262,1.84729786
14132,1,4132,guideline prevention,3,0.001714421,0.000774393,1.559615788
14133,1,4133,guideline primary,2,0.001353772,0.000516262,1.84729786
14140,1,4140,ha demonstrated,1,0.000571474,0.000258131,1.559615788
14154,1,4154,haenszel,8,0.00660365,0.002065049,2.252762968
14155,1,4155,haenszel fixed,6,0.004952738,0.001548787,2.252762968
14156,1,4156,half,8,0.003383227,0.002065049,1.15415068
14162,1,4162,hand,3,0.001469128,0.000774393,1.336472237
14166,1,4166,hansson,6,0.004952738,0.001548787,2.252762968
14167,1,4167,hard,6,0.003428842,0.001548787,1.559615788
14168,1,4168,hard chd,2,0.001353772,0.000516262,1.84729786
14169,1,4169,hard cvd,1,0.000676886,0.000258131,1.84729786
14170,1,4170,hard outcome,1,0.000676886,0.000258131,1.84729786
14171,1,4171,harm,61,0.025797103,0.015745999,1.15415068
14172,1,4172,harm aspirin,11,0.007445746,0.002839442,1.84729786
14173,1,4173,harm associated,4,0.002707544,0.001032525,1.84729786
14174,1,4174,harm kq,1,0.000676886,0.000258131,1.84729786
14180,1,4180,harris,2,0.000979419,0.000516262,1.336472237
14183,1,4183,having,6,0.00253742,0.001548787,1.15415068
14187,1,4187,hazard,7,0.002960323,0.001806918,1.15415068
14188,1,4188,hazard ratio,7,0.003427966,0.001806918,1.336472237
14190,1,4190,hba,5,0.002857368,0.001290656,1.559615788
14192,1,4192,hc,1,0.000489709,0.000258131,1.336472237
14194,1,4194,hdl,28,0.011841293,0.007227672,1.15415068
14197,1,4197,hdl high,4,0.001691613,0.001032525,1.15415068
14198,1,4198,hdl mg,7,0.003427966,0.001806918,1.336472237
14200,1,4200,hdl ratio,1,0.000571474,0.000258131,1.559615788
14201,1,4201,hdl sbp,3,0.002030658,0.000774393,1.84729786
14205,1,4205,head,2,0.000845807,0.000516262,1.15415068
14210,1,4210,health clinical,4,0.002285895,0.001032525,1.559615788
14213,1,4213,health extended,3,0.001714421,0.000774393,1.559615788
14215,1,4215,health human,5,0.002448547,0.001290656,1.336472237
14216,1,4216,health initiative,1,0.000571474,0.000258131,1.559615788
14219,1,4219,health organization,4,0.001691613,0.001032525,1.15415068
14220,1,4220,health plan,1,0.000571474,0.000258131,1.559615788
14224,1,4224,health professional,8,0.004571789,0.002065049,1.559615788
14228,1,4228,health report,1,0.000571474,0.000258131,1.559615788
14229,1,4229,health research,2,0.000979419,0.000516262,1.336472237
14232,1,4232,health statistic,1,0.000571474,0.000258131,1.559615788
14233,1,4233,health study,63,0.026642909,0.016262261,1.15415068
14235,1,4235,healthcare professional,1,0.000571474,0.000258131,1.559615788
14236,1,4236,healthcare research,12,0.006857684,0.003097574,1.559615788
14239,1,4239,healthy,11,0.004651937,0.002839442,1.15415068
14245,1,4245,healthy men,1,0.000489709,0.000258131,1.336472237
14247,1,4247,heart arrest,7,0.005778194,0.001806918,2.252762968
14249,1,4249,heart attack,9,0.004407385,0.00232318,1.336472237
14250,1,4250,heart disease,45,0.01903065,0.011615901,1.15415068
14253,1,4253,heart failure,9,0.00380613,0.00232318,1.15415068
14255,1,4255,heart health,6,0.002938257,0.001548787,1.336472237
14256,1,4256,heart journal,4,0.002707544,0.001032525,1.84729786
14257,1,4257,heart lung,3,0.00126871,0.000774393,1.15415068
14259,1,4259,heart pmid,1,0.000571474,0.000258131,1.559615788
14260,1,4260,heart program,1,0.000676886,0.000258131,1.84729786
14263,1,4263,heart study,10,0.004229033,0.002581311,1.15415068
14274,1,4274,helfand,1,0.000571474,0.000258131,1.559615788
14275,1,4275,help,3,0.00126871,0.000774393,1.15415068
14278,1,4278,hemoglobin,6,0.00253742,0.001548787,1.15415068
14279,1,4279,hemoglobin hdl,3,0.002030658,0.000774393,1.84729786
14280,1,4280,hemorrhage,26,0.014858315,0.006711409,1.559615788
14281,1,4281,hemorrhagic,119,0.068005364,0.030717605,1.559615788
14283,1,4283,hemorrhagic stroke,111,0.063433575,0.028652555,1.559615788
14286,1,4286,hennekens,2,0.000979419,0.000516262,1.336472237
14287,1,4287,hennekens ch,2,0.000979419,0.000516262,1.336472237
14293,1,4293,heterogeneity,38,0.016070326,0.009808983,1.15415068
14294,1,4294,heterogeneity effect,6,0.004952738,0.001548787,2.252762968
14295,1,4295,heterogeneity treatment,6,0.004952738,0.001548787,2.252762968
14296,1,4296,heterogeneous,4,0.001958838,0.001032525,1.336472237
14301,1,4301,hf,3,0.001714421,0.000774393,1.559615788
14302,1,4302,hf heart,1,0.000676886,0.000258131,1.84729786
14306,1,4306,hg,18,0.008814771,0.00464636,1.336472237
14307,1,4307,hg men,6,0.004952738,0.001548787,2.252762968
14309,1,4309,hhsa,2,0.001142947,0.000516262,1.559615788
14310,1,4310,hhsa task,2,0.001142947,0.000516262,1.559615788
14316,1,4316,high blood,3,0.00126871,0.000774393,1.15415068
14319,1,4319,high cholesterol,2,0.000979419,0.000516262,1.336472237
14322,1,4322,high density,4,0.001691613,0.001032525,1.15415068
14324,1,4324,high dose,4,0.001958838,0.001032525,1.336472237
14327,1,4327,high high,3,0.001714421,0.000774393,1.559615788
14333,1,4333,high low,4,0.002707544,0.001032525,1.84729786
14334,1,4334,high prevalence,2,0.000979419,0.000516262,1.336472237
14337,1,4337,high sensitivity,1,0.000571474,0.000258131,1.559615788
14341,1,4341,higher incidence,3,0.001714421,0.000774393,1.559615788
14344,1,4344,higher mortality,1,0.000676886,0.000258131,1.84729786
14347,1,4347,higher risk,4,0.001691613,0.001032525,1.15415068
14349,1,4349,highest,13,0.005497743,0.003355705,1.15415068
14350,1,4350,highest prevalence,2,0.001142947,0.000516262,1.559615788
14351,1,4351,highest risk,3,0.001714421,0.000774393,1.559615788
14360,1,4360,hispanic,10,0.005714736,0.002581311,1.559615788
14361,1,4361,historically,3,0.001469128,0.000774393,1.336472237
14362,1,4362,history cardiovascular,2,0.000979419,0.000516262,1.336472237
14363,1,4363,history chd,4,0.001958838,0.001032525,1.336472237
14364,1,4364,history cvd,4,0.002285895,0.001032525,1.559615788
14365,1,4365,history diabetes,5,0.00338443,0.001290656,1.84729786
14366,1,4366,history dyslipidemia,1,0.000676886,0.000258131,1.84729786
14367,1,4367,history heart,2,0.001142947,0.000516262,1.559615788
14368,1,4368,history mi,8,0.004571789,0.002065049,1.559615788
14369,1,4369,history premature,5,0.002448547,0.001290656,1.336472237
14384,1,4384,hoc,13,0.007429157,0.003355705,1.559615788
14385,1,4385,hoc analysis,1,0.000571474,0.000258131,1.559615788
14395,1,4395,hong,2,0.000979419,0.000516262,1.336472237
14396,1,4396,honolulu,1,0.000676886,0.000258131,1.84729786
14397,1,4397,honolulu heart,1,0.000676886,0.000258131,1.84729786
14403,1,4403,horizon,13,0.008799518,0.003355705,1.84729786
14404,1,4404,horizon population,13,0.010730932,0.003355705,2.252762968
14406,1,4406,hosmer,1,0.000676886,0.000258131,1.84729786
14407,1,4407,hosmer lemeshow,1,0.000676886,0.000258131,1.84729786
14408,1,4408,hospital admission,1,0.000571474,0.000258131,1.559615788
14409,1,4409,hospital cardiac,2,0.001353772,0.000516262,1.84729786
14410,1,4410,hospitalization,13,0.006366223,0.003355705,1.336472237
14412,1,4412,hospitalization including,5,0.004127281,0.001290656,2.252762968
14414,1,4414,hospitalized,1,0.000571474,0.000258131,1.559615788
14416,1,4416,hot,85,0.041625307,0.021941146,1.336472237
14417,1,4417,hot hypertension,19,0.01568367,0.004904491,2.252762968
14418,1,4418,hot kjeldsen,6,0.004952738,0.001548787,2.252762968
14419,1,4419,hot reported,5,0.004127281,0.001290656,2.252762968
14420,1,4420,hot showed,6,0.004952738,0.001548787,2.252762968
14421,1,4421,hot study,6,0.004952738,0.001548787,2.252762968
14422,1,4422,hot tpt,13,0.010730932,0.003355705,2.252762968
14430,1,4430,howard,2,0.001142947,0.000516262,1.559615788
14431,1,4431,hr,38,0.016070326,0.009808983,1.15415068
14432,1,4432,hr ci,21,0.012000947,0.005420754,1.559615788
14434,1,4434,hr hazard,6,0.004061316,0.001548787,1.84729786
14436,1,4436,hscrp,3,0.002030658,0.000774393,1.84729786
14440,1,4440,hscrp high,1,0.000676886,0.000258131,1.84729786
14453,1,4453,htn,27,0.018275921,0.006969541,1.84729786
14454,1,4454,htn hypertension,6,0.004061316,0.001548787,1.84729786
14458,1,4458,http clinicaltrials,1,0.000571474,0.000258131,1.559615788
14463,1,4463,huang,1,0.000489709,0.000258131,1.336472237
14467,1,4467,human,8,0.003383227,0.002065049,1.15415068
14468,1,4468,human development,2,0.000979419,0.000516262,1.336472237
14469,1,4469,human service,5,0.002448547,0.001290656,1.336472237
14471,1,4471,hydrochloride,1,0.000571474,0.000258131,1.559615788
14484,1,4484,hypercholesterolemia,3,0.001469128,0.000774393,1.336472237
14496,1,4496,hyperlipidemia,4,0.001958838,0.001032525,1.336472237
14507,1,4507,hypertension dyslipidemia,1,0.000489709,0.000258131,1.336472237
14508,1,4508,hypertension iqr,1,0.000676886,0.000258131,1.84729786
14510,1,4510,hypertension optimal,23,0.018985495,0.005937016,2.252762968
14513,1,4513,hypertension status,7,0.005778194,0.001806918,2.252762968
14514,1,4514,hypertensive,20,0.00979419,0.005162623,1.336472237
14516,1,4516,hypertensive men,2,0.001353772,0.000516262,1.84729786
14517,1,4517,hypertensive patient,2,0.000979419,0.000516262,1.336472237
14522,1,4522,hypertrophy,1,0.000489709,0.000258131,1.336472237
14528,1,4528,hypothesis,1,0.000489709,0.000258131,1.336472237
14542,1,4542,icd,3,0.002030658,0.000774393,1.84729786
14552,1,4552,ideal,1,0.000571474,0.000258131,1.559615788
14553,1,4553,ideally,1,0.000489709,0.000258131,1.336472237
14559,1,4559,identifying,1,0.000571474,0.000258131,1.559615788
14562,1,4562,ig,309,0.176585357,0.079762519,1.559615788
14564,1,4564,ig cg,260,0.148583148,0.067114094,1.559615788
14565,1,4565,ig event,20,0.013537719,0.005162623,1.84729786
14566,1,4566,ig intervention,17,0.009715052,0.004388229,1.559615788
14568,1,4568,ihd,13,0.010730932,0.003355705,2.252762968
14575,1,4575,iii,14,0.005920647,0.003613836,1.15415068
14603,1,4603,implementation,1,0.000489709,0.000258131,1.336472237
14605,1,4605,implication,1,0.000422903,0.000258131,1.15415068
14608,1,4608,implied,1,0.000571474,0.000258131,1.559615788
14610,1,4610,importantly,1,0.000571474,0.000258131,1.559615788
14611,1,4611,imprecise,24,0.016245263,0.006195147,1.84729786
14612,1,4612,imprecise undetected,3,0.002030658,0.000774393,1.84729786
14615,1,4615,improve global,1,0.000571474,0.000258131,1.559615788
14619,1,4619,improve quality,1,0.000422903,0.000258131,1.15415068
14645,1,4645,incidence hemorrhagic,4,0.002707544,0.001032525,1.84729786
14647,1,4647,incidence rate,1,0.000571474,0.000258131,1.559615788
14650,1,4650,incident,17,0.007189356,0.004388229,1.15415068
14651,1,4651,incident cardiovascular,1,0.000489709,0.000258131,1.336472237
14653,1,4653,incident cvd,8,0.005415088,0.002065049,1.84729786
14669,1,4669,included kq,3,0.001714421,0.000774393,1.559615788
14670,1,4670,included model,13,0.008799518,0.003355705,1.84729786
14671,1,4671,included outcome,2,0.001142947,0.000516262,1.559615788
14672,1,4672,included participant,7,0.003427966,0.001806918,1.336472237
14673,1,4673,included population,1,0.000571474,0.000258131,1.559615788
14675,1,4675,included review,1,0.000571474,0.000258131,1.559615788
14676,1,4676,included risk,1,0.000676886,0.000258131,1.84729786
14678,1,4678,included study,7,0.004000316,0.001806918,1.559615788
14680,1,4680,included trial,39,0.01909867,0.010067114,1.336472237
14681,1,4681,including cvd,2,0.001142947,0.000516262,1.559615788
14682,1,4682,including gi,5,0.004127281,0.001290656,2.252762968
14683,1,4683,including morbidity,5,0.004127281,0.001290656,2.252762968
14685,1,4685,including sudden,5,0.004127281,0.001290656,2.252762968
14686,1,4686,inclusion,22,0.010773609,0.005678885,1.336472237
14687,1,4687,inclusion criterion,4,0.001958838,0.001032525,1.336472237
14688,1,4688,inclusion exclusion,12,0.006857684,0.003097574,1.559615788
14692,1,4692,inconsistent,16,0.007835352,0.004130098,1.336472237
14693,1,4693,inconsistent imprecise,11,0.007445746,0.002839442,1.84729786
14695,1,4695,incorporated,1,0.000571474,0.000258131,1.559615788
14701,1,4701,increase gi,5,0.004127281,0.001290656,2.252762968
14702,1,4702,increase incidence,3,0.002030658,0.000774393,1.84729786
14703,1,4703,increase major,11,0.009080019,0.002839442,2.252762968
14704,1,4704,increase mortality,2,0.001142947,0.000516262,1.559615788
14705,1,4705,increase risk,2,0.000979419,0.000516262,1.336472237
14711,1,4711,increased risk,9,0.00380613,0.00232318,1.15415068
14719,1,4719,independent,2,0.000845807,0.000516262,1.15415068
14722,1,4722,independently,4,0.001691613,0.001032525,1.15415068
14724,1,4724,index abi,1,0.000676886,0.000258131,1.84729786
14727,1,4727,index bp,1,0.000676886,0.000258131,1.84729786
14732,1,4732,indexed,1,0.000571474,0.000258131,1.559615788
14733,1,4733,indexed citation,1,0.000571474,0.000258131,1.559615788
14736,1,4736,indian,1,0.000489709,0.000258131,1.336472237
14741,1,4741,indicating,2,0.000979419,0.000516262,1.336472237
14742,1,4742,indication,5,0.002114517,0.001290656,1.15415068
14749,1,4749,individual age,1,0.000489709,0.000258131,1.336472237
14751,1,4751,individual diabetes,2,0.001142947,0.000516262,1.559615788
14752,1,4752,individual family,1,0.000571474,0.000258131,1.559615788
14762,1,4762,individual outcome,6,0.004952738,0.001548787,2.252762968
14763,1,4763,individual participant,4,0.001958838,0.001032525,1.336472237
14764,1,4764,individual patient,5,0.002114517,0.001290656,1.15415068
14766,1,4766,individual population,1,0.000571474,0.000258131,1.559615788
14767,1,4767,individual risk,3,0.001714421,0.000774393,1.559615788
14769,1,4769,individual showed,2,0.001353772,0.000516262,1.84729786
14772,1,4772,individualized,2,0.001142947,0.000516262,1.559615788
14774,1,4774,induced,1,0.000422903,0.000258131,1.15415068
14777,1,4777,industry,1,0.000571474,0.000258131,1.559615788
14783,1,4783,infarction mesh,6,0.004952738,0.001548787,2.252762968
14784,1,4784,infarction mi,4,0.001958838,0.001032525,1.336472237
14786,1,4786,infarction ti,9,0.007429107,0.00232318,2.252762968
14787,1,4787,infarction tiab,5,0.004127281,0.001290656,2.252762968
14796,1,4796,influenced,2,0.000845807,0.000516262,1.15415068
14800,1,4800,inform,3,0.001469128,0.000774393,1.336472237
14802,1,4802,informed,1,0.000489709,0.000258131,1.336472237
14806,1,4806,inhibiting,2,0.001353772,0.000516262,1.84729786
14807,1,4807,inhibition,2,0.000845807,0.000516262,1.15415068
14808,1,4808,inhibitor,9,0.00380613,0.00232318,1.15415068
14811,1,4811,initial,10,0.004229033,0.002581311,1.15415068
14813,1,4813,initial earliest,4,0.002707544,0.001032525,1.84729786
14814,1,4814,initial fatal,2,0.001353772,0.000516262,1.84729786
14815,1,4815,initial vascular,2,0.001142947,0.000516262,1.559615788
14816,1,4816,initially,1,0.000422903,0.000258131,1.15415068
14821,1,4821,initiation,1,0.000489709,0.000258131,1.336472237
14822,1,4822,initiative,1,0.000422903,0.000258131,1.15415068
14827,1,4827,insight,1,0.000489709,0.000258131,1.336472237
14831,1,4831,instead,1,0.000422903,0.000258131,1.15415068
14832,1,4832,institute health,10,0.004229033,0.002581311,1.15415068
14840,1,4840,insufficiency,3,0.001714421,0.000774393,1.559615788
14841,1,4841,insufficient,9,0.00380613,0.00232318,1.15415068
14842,1,4842,insufficient evidence,4,0.001958838,0.001032525,1.336472237
14843,1,4843,insulin,3,0.00126871,0.000774393,1.15415068
14862,1,4862,intended,3,0.00126871,0.000774393,1.15415068
14864,1,4864,intensity,1,0.000422903,0.000258131,1.15415068
14872,1,4872,intensive blood,1,0.000571474,0.000258131,1.559615788
14874,1,4874,intention,2,0.001142947,0.000516262,1.559615788
14876,1,4876,interaction,92,0.045053274,0.023748064,1.336472237
14877,1,4877,interaction age,10,0.008254563,0.002581311,2.252762968
14878,1,4878,interaction nr,6,0.004952738,0.001548787,2.252762968
14879,1,4879,interaction test,4,0.003301825,0.001032525,2.252762968
14880,1,4880,interaction testing,21,0.014214605,0.005420754,1.84729786
14881,1,4881,intercollegiate,2,0.001353772,0.000516262,1.84729786
14882,1,4882,intercollegiate guideline,2,0.001353772,0.000516262,1.84729786
14886,1,4886,interheart,1,0.000571474,0.000258131,1.559615788
14887,1,4887,interheart study,1,0.000571474,0.000258131,1.559615788
14889,1,4889,intermediate,3,0.001714421,0.000774393,1.559615788
14895,1,4895,intermittent,4,0.002285895,0.001032525,1.559615788
14896,1,4896,intermittent claudication,3,0.001714421,0.000774393,1.559615788
14897,1,4897,internal,5,0.002857368,0.001290656,1.559615788
14898,1,4898,internal medicine,3,0.002030658,0.000774393,1.84729786
14899,1,4899,international guideline,2,0.001142947,0.000516262,1.559615788
14903,1,4903,interpreted,1,0.000571474,0.000258131,1.559615788
14904,1,4904,interquartile range,1,0.000676886,0.000258131,1.84729786
14906,1,4906,interval cv,3,0.002030658,0.000774393,1.84729786
14907,1,4907,interval cvd,5,0.00338443,0.001290656,1.84729786
14908,1,4908,interval etdrs,5,0.004127281,0.001290656,2.252762968
14911,1,4911,intervention characteristic,5,0.00338443,0.001290656,1.84729786
14914,1,4914,intervention group,19,0.010857999,0.004904491,1.559615788
14921,1,4921,intestinal,1,0.000489709,0.000258131,1.336472237
14924,1,4924,intimal,1,0.000571474,0.000258131,1.559615788
14925,1,4925,intracranial,11,0.007445746,0.002839442,1.84729786
14926,1,4926,intracranial bleeding,7,0.004738202,0.001806918,1.84729786
14927,1,4927,introduction,3,0.001469128,0.000774393,1.336472237
14934,1,4934,investigated,3,0.001714421,0.000774393,1.559615788
14936,1,4936,investigator independently,1,0.000571474,0.000258131,1.559615788
14937,1,4937,invited,1,0.000422903,0.000258131,1.15415068
14938,1,4938,invited expert,1,0.000571474,0.000258131,1.559615788
14940,1,4940,involved,5,0.002114517,0.001290656,1.15415068
14941,1,4941,involvement,4,0.001691613,0.001032525,1.15415068
14942,1,4942,involvement chapter,2,0.001142947,0.000516262,1.559615788
14949,1,4949,ipd,37,0.025044781,0.009550852,1.84729786
14950,1,4950,ipd ma,4,0.002707544,0.001032525,1.84729786
14951,1,4951,ipd meta,31,0.020983465,0.008002065,1.84729786
14952,1,4952,iqr,14,0.009476404,0.003613836,1.84729786
14953,1,4953,iqr mg,5,0.004127281,0.001290656,2.252762968
14956,1,4956,irregular,3,0.002030658,0.000774393,1.84729786
14958,1,4958,ischemia,13,0.006366223,0.003355705,1.336472237
14959,1,4959,ischemic attack,10,0.004897095,0.002581311,1.336472237
14961,1,4961,ischemic event,1,0.000676886,0.000258131,1.84729786
14962,1,4962,ischemic heart,5,0.002114517,0.001290656,1.15415068
14963,1,4963,ischemic hemorrhagic,9,0.006091974,0.00232318,1.84729786
14964,1,4964,ischemic stroke,78,0.032986459,0.020134228,1.15415068
14968,1,4968,italian,1,0.000571474,0.000258131,1.559615788
14969,1,4969,italy,8,0.003917676,0.002065049,1.336472237
14971,1,4971,ith,2,0.001353772,0.000516262,1.84729786
14984,1,4984,iv,2,0.000979419,0.000516262,1.336472237
14985,1,4985,ix,1,0.000489709,0.000258131,1.336472237
14988,1,4988,ja et,1,0.000422903,0.000258131,1.15415068
14993,1,4993,jackson,1,0.000571474,0.000258131,1.559615788
14998,1,4998,jama intern,1,0.000489709,0.000258131,1.336472237
14999,1,4999,jama pmid,3,0.001714421,0.000774393,1.559615788
15001,1,5001,jan,18,0.008814771,0.00464636,1.336472237
15002,1,5002,jan pmid,17,0.011507061,0.004388229,1.84729786
15005,1,5005,january,7,0.002960323,0.001806918,1.15415068
15006,1,5006,japan,7,0.003427966,0.001806918,1.336472237
15007,1,5007,japanese,26,0.010995486,0.006711409,1.15415068
15009,1,5009,japanese patient,2,0.001142947,0.000516262,1.559615788
15010,1,5010,japanese primary,20,0.016509126,0.005162623,2.252762968
15017,1,5017,jd,1,0.000422903,0.000258131,1.15415068
15019,1,5019,je,5,0.002114517,0.001290656,1.15415068
15020,1,5020,je et,1,0.000571474,0.000258131,1.559615788
15040,1,5040,joint,3,0.001469128,0.000774393,1.336472237
15041,1,5041,joint task,1,0.000571474,0.000258131,1.559615788
15043,1,5043,jones dm,1,0.000571474,0.000258131,1.559615788
15044,1,5044,jones et,1,0.000489709,0.000258131,1.336472237
15049,1,5049,journal,19,0.008035163,0.004904491,1.15415068
15050,1,5050,journal american,1,0.000676886,0.000258131,1.84729786
15052,1,5052,journal cardiovascular,2,0.001353772,0.000516262,1.84729786
15053,1,5053,journal medicine,1,0.000676886,0.000258131,1.84729786
15054,1,5054,journal pmid,1,0.000676886,0.000258131,1.84729786
15060,1,5060,jpad,79,0.053473992,0.020392359,1.84729786
15061,1,5061,jpad aaa,4,0.003301825,0.001032525,2.252762968
15062,1,5062,jpad japanese,16,0.013207301,0.004130098,2.252762968
15063,1,5063,jpad ogawa,6,0.004952738,0.001548787,2.252762968
15064,1,5064,jpad popadad,14,0.011556388,0.003613836,2.252762968
15065,1,5065,jpad reported,10,0.008254563,0.002581311,2.252762968
15066,1,5066,jpad trial,6,0.004061316,0.001548787,1.84729786
15067,1,5067,jppp,6,0.004952738,0.001548787,2.252762968
15069,1,5069,jt,1,0.000422903,0.000258131,1.15415068
15070,1,5070,judgment,2,0.000979419,0.000516262,1.336472237
15072,1,5072,jul,11,0.00628621,0.002839442,1.559615788
15073,1,5073,jul pmid,11,0.007445746,0.002839442,1.84729786
15074,1,5074,jun,14,0.008000631,0.003613836,1.559615788
15075,1,5075,jun pmid,11,0.007445746,0.002839442,1.84729786
15076,1,5076,june,4,0.001691613,0.001032525,1.15415068
15084,1,5084,just,1,0.000489709,0.000258131,1.336472237
15088,1,5088,jw et,1,0.000571474,0.000258131,1.559615788
15089,1,5089,ka,2,0.000845807,0.000516262,1.15415068
15090,1,5090,kaiser,173,0.084719743,0.044656686,1.336472237
15091,1,5091,kaiser permanente,173,0.098864941,0.044656686,1.559615788
15094,1,5094,kaplan,5,0.002857368,0.001290656,1.559615788
15095,1,5095,kaplan meier,5,0.00338443,0.001290656,1.84729786
15098,1,5098,kavousi,2,0.001353772,0.000516262,1.84729786
15102,1,5102,kavousi rotterdam,1,0.000676886,0.000258131,1.84729786
15104,1,5104,kc,1,0.000489709,0.000258131,1.336472237
15107,1,5107,keech,1,0.000676886,0.000258131,1.84729786
15119,1,5119,key question,13,0.007429157,0.003355705,1.559615788
15120,1,5120,kg,3,0.00126871,0.000774393,1.15415068
15125,1,5125,kidney,6,0.00253742,0.001548787,1.15415068
15128,1,5128,kidney disease,4,0.001958838,0.001032525,1.336472237
15129,1,5129,kidney function,1,0.000489709,0.000258131,1.336472237
15135,1,5135,kingdom,9,0.00380613,0.00232318,1.15415068
15137,1,5137,kingdom united,6,0.004061316,0.001548787,1.84729786
15141,1,5141,kjeldsen,7,0.005778194,0.001806918,2.252762968
15142,1,5142,kjeldsen fair,6,0.004952738,0.001548787,2.252762968
15147,1,5147,km,3,0.00126871,0.000774393,1.15415068
15152,1,5152,knowledge,3,0.00126871,0.000774393,1.15415068
15153,1,5153,known cvd,11,0.005386804,0.002839442,1.336472237
15155,1,5155,ko,1,0.000571474,0.000258131,1.559615788
15161,1,5161,kong,1,0.000571474,0.000258131,1.559615788
15163,1,5163,korea,1,0.000571474,0.000258131,1.559615788
15167,1,5167,kq,94,0.053718523,0.024264326,1.559615788
15169,1,5169,kq appendix,1,0.000676886,0.000258131,1.84729786
15175,1,5175,kq doe,18,0.010286526,0.00464636,1.559615788
15178,1,5178,kq harm,2,0.001142947,0.000516262,1.559615788
15181,1,5181,kq key,2,0.001142947,0.000516262,1.559615788
15183,1,5183,kq kq,13,0.007429157,0.003355705,1.559615788
15191,1,5191,kq rcts,2,0.001353772,0.000516262,1.84729786
15198,1,5198,kqs,10,0.005714736,0.002581311,1.559615788
15206,1,5206,kw cochrane,6,0.004952738,0.001548787,2.252762968
15209,1,5209,kw trial,15,0.01015329,0.003871967,1.84729786
15214,1,5214,label,4,0.001691613,0.001032525,1.15415068
15217,1,5217,lack,13,0.006366223,0.003355705,1.336472237
15220,1,5220,lancet pmid,1,0.000571474,0.000258131,1.559615788
15221,1,5221,language,4,0.001958838,0.001032525,1.336472237
15224,1,5224,large cohort,1,0.000489709,0.000258131,1.336472237
15228,1,5228,large number,1,0.000489709,0.000258131,1.336472237
15230,1,5230,large prospective,1,0.000489709,0.000258131,1.336472237
15232,1,5232,largely,6,0.003428842,0.001548787,1.559615788
15233,1,5233,largely driven,4,0.002707544,0.001032525,1.84729786
15235,1,5235,largest,5,0.002114517,0.001290656,1.15415068
15236,1,5236,larson,1,0.000571474,0.000258131,1.559615788
15242,1,5242,later,2,0.000979419,0.000516262,1.336472237
15243,1,5243,lateral,7,0.004738202,0.001806918,1.84729786
15244,1,5244,lateral medullary,6,0.004952738,0.001548787,2.252762968
15245,1,5245,latest,1,0.000571474,0.000258131,1.559615788
15252,1,5252,lb,1,0.000489709,0.000258131,1.336472237
15254,1,5254,ld,1,0.000489709,0.000258131,1.336472237
15255,1,5255,ldl,11,0.004651937,0.002839442,1.15415068
15260,1,5260,ldl low,3,0.00126871,0.000774393,1.15415068
15262,1,5262,ldl mg,4,0.001958838,0.001032525,1.336472237
15270,1,5270,le daily,5,0.004127281,0.001290656,2.252762968
15271,1,5271,le mg,2,0.001142947,0.000516262,1.559615788
15272,1,5272,le percent,5,0.002857368,0.001290656,1.559615788
15273,1,5273,le year,1,0.000571474,0.000258131,1.559615788
15274,1,5274,lead,2,0.000845807,0.000516262,1.15415068
15275,1,5275,lead reduced,1,0.000676886,0.000258131,1.84729786
15276,1,5276,leader,1,0.000422903,0.000258131,1.15415068
15277,1,5277,leading cause,3,0.00126871,0.000774393,1.15415068
15281,1,5281,led,1,0.000489709,0.000258131,1.336472237
15282,1,5282,lee,3,0.00126871,0.000774393,1.15415068
15284,1,5284,lee im,3,0.001469128,0.000774393,1.336472237
15285,1,5285,leening,1,0.000676886,0.000258131,1.84729786
15286,1,5286,leening mj,1,0.000676886,0.000258131,1.84729786
15287,1,5287,left,1,0.000422903,0.000258131,1.15415068
15289,1,5289,left ventricular,1,0.000422903,0.000258131,1.15415068
15294,1,5294,lemeshow,1,0.000676886,0.000258131,1.84729786
15298,1,5298,length,59,0.033716945,0.015229737,1.559615788
15299,1,5299,length followup,58,0.039259386,0.014971606,1.84729786
